연월,행정구,업종대분류,평균이용금액(만원),평균이용건수
202306,해운대구,운송업,1996,203
202306,해운대구,음식/주점,11864,3956
202306,해운대구,음식료품,2683,1115
202306,해운대구,의료휄니스업,9112,1260
202307,강서구,비관광,2255,79
202307,강서구,쇼핑업,8208,2138
202307,강서구,여가서비스업,6429,869
202307,강서구,여행/숙박업,1489,355
202307,강서구,운송업,1911,144
202307,강서구,음식/주점,8622,2862
202307,강서구,음식료품,1812,825
202307,강서구,의료휄니스업,5208,889
202307,금정구,비관광,1076,36
202307,금정구,쇼핑업,6003,1718
202307,금정구,여가서비스업,4114,701
202307,금정구,여행/숙박업,1308,411
202307,금정구,운송업,898,97
202307,금정구,음식/주점,7028,2364
202307,금정구,음식료품,1490,693
202307,금정구,의료휄니스업,4543,786
202307,기장군,비관광,3616,127
202307,기장군,쇼핑업,15089,3887
202307,기장군,여가서비스업,11005,1590
202307,기장군,여행/숙박업,2252,647
202307,기장군,운송업,2707,343
202307,기장군,음식/주점,15411,5014
202307,기장군,음식료품,3306,1323
202307,기장군,의료휄니스업,9485,1657
202307,남구,비관광,1208,47
202307,남구,쇼핑업,7590,2033
202307,남구,여가서비스업,5332,830
202307,남구,여행/숙박업,1528,554
202307,남구,운송업,1128,135
202307,남구,음식/주점,8118,2708
202307,남구,음식료품,1731,751
202307,남구,의료휄니스업,6005,902
202307,동구,비관광,348,13
202307,동구,쇼핑업,3032,905
202307,동구,여가서비스업,2074,342
202307,동구,여행/숙박업,667,302
202307,동구,운송업,587,54
202307,동구,음식/주점,3542,1166
202307,동구,음식료품,697,285
202307,동구,의료휄니스업,2456,402
202307,동래구,비관광,2259,80
202307,동래구,쇼핑업,10012,2719
202307,동래구,여가서비스업,6573,1091
202307,동래구,여행/숙박업,2086,690
202307,동래구,운송업,1596,164
202307,동래구,음식/주점,11067,3677
202307,동래구,음식료품,2456,1097
202307,동래구,의료휄니스업,8069,1261
202307,부산진구,비관광,1167,43
202307,부산진구,쇼핑업,7922,2374
202307,부산진구,여가서비스업,5213,923
202307,부산진구,여행/숙박업,1617,701
202307,부산진구,운송업,1325,142
202307,부산진구,음식/주점,9289,3080
202307,부산진구,음식료품,1889,866
202307,부산진구,의료휄니스업,6492,1035
202307,북구,비관광,1617,60
202307,북구,쇼핑업,8807,2564
202307,북구,여가서비스업,6711,1100
202307,북구,여행/숙박업,1556,640
202307,북구,운송업,1473,173
202307,북구,음식/주점,10475,3410
202307,북구,음식료품,2344,1110
202307,북구,의료휄니스업,6830,1178
202307,사상구,비관광,959,36
202307,사상구,쇼핑업,7060,2238
202307,사상구,여가서비스업,5320,901
202307,사상구,여행/숙박업,1422,652
202307,사상구,운송업,1189,136
202307,사상구,음식/주점,8845,2779
202307,사상구,음식료품,1884,794
202307,사상구,의료휄니스업,5772,1028
202307,사하구,비관광,1303,45
202307,사하구,쇼핑업,8061,2418
202307,사하구,여가서비스업,5644,964
202307,사하구,여행/숙박업,1505,686
202307,사하구,운송업,1383,147
202307,사하구,음식/주점,9414,3029
202307,사하구,음식료품,1992,824
202307,사하구,의료휄니스업,6570,1152
202307,서구,비관광,491,16
202307,서구,쇼핑업,3285,922
202307,서구,여가서비스업,2092,369
202307,서구,여행/숙박업,745,340
202307,서구,운송업,416,51
202307,서구,음식/주점,3857,1226
202307,서구,음식료품,787,313
202307,서구,의료휄니스업,3031,464
202307,수영구,비관광,1256,45
202307,수영구,쇼핑업,8773,2414
202307,수영구,여가서비스업,6043,915
202307,수영구,여행/숙박업,1782,628
202307,수영구,운송업,1283,136
202307,수영구,음식/주점,9674,3234
202307,수영구,음식료품,1979,878
202307,수영구,의료휄니스업,6937,1026
202307,연제구,비관광,1510,54
202307,연제구,쇼핑업,7962,2251
202307,연제구,여가서비스업,5212,889
202307,연제구,여행/숙박업,1582,588
202307,연제구,운송업,1203,136
202307,연제구,음식/주점,9058,3049
202307,연제구,음식료품,2081,937
202307,연제구,의료휄니스업,6763,1027
202307,영도구,비관광,461,17
202307,영도구,쇼핑업,3689,1101
202307,영도구,여가서비스업,2595,428
202307,영도구,여행/숙박업,870,434
202307,영도구,운송업,555,68
202307,영도구,음식/주점,4738,1418
202307,영도구,음식료품,889,354
202307,영도구,의료휄니스업,3421,582
202307,중구,비관광,161,6
202307,중구,쇼핑업,1748,575
202307,중구,여가서비스업,1128,205
202307,중구,여행/숙박업,437,239
202307,중구,운송업,152,24
202307,중구,음식/주점,2282,750
202307,중구,음식료품,420,184
202307,중구,의료휄니스업,1536,253
202307,해운대구,비관광,2128,71
202307,해운대구,쇼핑업,12036,2751
202307,해운대구,여가서비스업,7664,1087
202307,해운대구,여행/숙박업,2545,703
202307,해운대구,운송업,1705,193
202307,해운대구,음식/주점,11332,3683
202307,해운대구,음식료품,2376,997
202307,해운대구,의료휄니스업,8799,1198
202308,강서구,비관광,2442,79
202308,강서구,쇼핑업,7949,2123
202308,강서구,여가서비스업,6034,920
202308,강서구,여행/숙박업,1497,356
202308,강서구,운송업,1492,142
202308,강서구,음식/주점,8640,2938
202308,강서구,음식료품,1848,846
202308,강서구,의료휄니스업,5172,843
202308,금정구,비관광,1196,35
202308,금정구,쇼핑업,5867,1720
202308,금정구,여가서비스업,3944,791
202308,금정구,여행/숙박업,1178,411
202308,금정구,운송업,843,100
202308,금정구,음식/주점,7115,2469
202308,금정구,음식료품,1613,743
202308,금정구,의료휄니스업,4666,785
202308,기장군,비관광,3773,128
202308,기장군,쇼핑업,14972,3895
202308,기장군,여가서비스업,10471,1704
202308,기장군,여행/숙박업,2219,653
202308,기장군,운송업,2889,350
202308,기장군,음식/주점,15580,5200
202308,기장군,음식료품,3421,1382
202308,기장군,의료휄니스업,9454,1635
202308,남구,비관광,1373,47
202308,남구,쇼핑업,7373,2052
202308,남구,여가서비스업,5029,934
202308,남구,여행/숙박업,1588,564
202308,남구,운송업,1207,137
202308,남구,음식/주점,8307,2839
202308,남구,음식료품,1880,800
202308,남구,의료휄니스업,6174,905
202308,동구,비관광,385,12
202308,동구,쇼핑업,3048,908
202308,동구,여가서비스업,1985,401
202308,동구,여행/숙박업,670,311
202308,동구,운송업,376,53
202308,동구,음식/주점,3628,1226
202308,동구,음식료품,764,307
202308,동구,의료휄니스업,2432,401
202308,동래구,비관광,2441,75
202308,동래구,쇼핑업,9833,2735
202308,동래구,여가서비스업,6193,1236
202308,동래구,여행/숙박업,1919,696
202308,동래구,운송업,1333,167
202308,동래구,음식/주점,11381,3876
202308,동래구,음식료품,2629,1178
202308,동래구,의료휄니스업,8326,1265
202308,부산진구,비관광,1306,44
202308,부산진구,쇼핑업,7893,2398
202308,부산진구,여가서비스업,5114,1073
202308,부산진구,여행/숙박업,1623,722
202308,부산진구,운송업,1214,143
202308,부산진구,음식/주점,9539,3248
202308,부산진구,음식료품,2015,924
202308,부산진구,의료휄니스업,6450,1042
202308,북구,비관광,1732,58
202308,북구,쇼핑업,8758,2571
202308,북구,여가서비스업,6560,1248
202308,북구,여행/숙박업,1577,653
202308,북구,운송업,1509,171
202308,북구,음식/주점,10603,3572
202308,북구,음식료품,2515,1190
202308,북구,의료휄니스업,6978,1188
202308,사상구,비관광,1078,36
202308,사상구,쇼핑업,6888,2247
202308,사상구,여가서비스업,5206,1018
202308,사상구,여행/숙박업,1371,662
202308,사상구,운송업,1186,136
202308,사상구,음식/주점,8996,2912
202308,사상구,음식료품,2021,848
202308,사상구,의료휄니스업,5897,1028
202308,사하구,비관광,1398,46
202308,사하구,쇼핑업,7848,2429
202308,사하구,여가서비스업,5575,1086
202308,사하구,여행/숙박업,1500,704
202308,사하구,운송업,1198,148
202308,사하구,음식/주점,9617,3184
202308,사하구,음식료품,2101,872
202308,사하구,의료휄니스업,6560,1138
202308,서구,비관광,576,16
202308,서구,쇼핑업,3222,931
202308,서구,여가서비스업,1994,423
202308,서구,여행/숙박업,734,355
202308,서구,운송업,397,50
202308,서구,음식/주점,3984,1296
202308,서구,음식료품,837,332
202308,서구,의료휄니스업,3176,465
202308,수영구,비관광,1423,45
202308,수영구,쇼핑업,8848,2429
202308,수영구,여가서비스업,5334,1023
202308,수영구,여행/숙박업,1818,640
202308,수영구,운송업,1250,136
202308,수영구,음식/주점,9896,3395
202308,수영구,음식료품,2172,930
202308,수영구,의료휄니스업,6950,1031
202308,연제구,비관광,1624,52
202308,연제구,쇼핑업,7936,2263
202308,연제구,여가서비스업,5066,1011
202308,연제구,여행/숙박업,1611,597
202308,연제구,운송업,1080,137
202308,연제구,음식/주점,9360,3229
202308,연제구,음식료품,2259,1010
202308,연제구,의료휄니스업,6479,1021
202308,영도구,비관광,545,17
202308,영도구,쇼핑업,3654,1106
202308,영도구,여가서비스업,2651,497
202308,영도구,여행/숙박업,881,443
202308,영도구,운송업,493,65
202308,영도구,음식/주점,4886,1488
202308,영도구,음식료품,961,384
202308,영도구,의료휄니스업,3534,579
202308,중구,비관광,171,6
202308,중구,쇼핑업,1779,592
202308,중구,여가서비스업,1107,233
202308,중구,여행/숙박업,549,246
202308,중구,운송업,130,26
202308,중구,음식/주점,2370,792
202308,중구,음식료품,493,195
202308,중구,의료휄니스업,1522,254
202308,해운대구,비관광,2409,68
202308,해운대구,쇼핑업,11991,2760
202308,해운대구,여가서비스업,6909,1192
202308,해운대구,여행/숙박업,2464,710
202308,해운대구,운송업,1342,194
202308,해운대구,음식/주점,11519,3842
202308,해운대구,음식료품,2517,1070
202308,해운대구,의료휄니스업,9282,1192
202309,강서구,비관광,2562,82
202309,강서구,쇼핑업,8958,2151
202309,강서구,여가서비스업,6823,948
202309,강서구,여행/숙박업,1440,356
202309,강서구,운송업,1420,141
202309,강서구,음식/주점,9062,2924
202309,강서구,음식료품,2558,913
202309,강서구,의료휄니스업,5314,834
202309,금정구,비관광,1191,38
202309,금정구,쇼핑업,6468,1761
202309,금정구,여가서비스업,4420,838
202309,금정구,여행/숙박업,1233,418
202309,금정구,운송업,930,96
202309,금정구,음식/주점,7510,2486
202309,금정구,음식료품,2345,818
202309,금정구,의료휄니스업,4731,771
202309,기장군,비관광,3996,138
202309,기장군,쇼핑업,16524,3949
202309,기장군,여가서비스업,11607,1778
202309,기장군,여행/숙박업,2180,652
202309,기장군,운송업,3156,347
202309,기장군,음식/주점,16300,5205
202309,기장군,음식료품,4695,1475
202309,기장군,의료휄니스업,9741,1628
202309,남구,비관광,1401,51
202309,남구,쇼핑업,8298,2068
202309,남구,여가서비스업,5697,995
202309,남구,여행/숙박업,1607,571
202309,남구,운송업,1187,134
202309,남구,음식/주점,8739,2856
202309,남구,음식료품,2684,878
202309,남구,의료휄니스업,6565,891
202309,동구,비관광,374,13
202309,동구,쇼핑업,3342,921
202309,동구,여가서비스업,2218,437
202309,동구,여행/숙박업,740,324
202309,동구,운송업,466,53
202309,동구,음식/주점,3908,1250
202309,동구,음식료품,1099,349
202309,동구,의료휄니스업,2497,398
202309,동래구,비관광,2545,86
202309,동래구,쇼핑업,11040,2784
202309,동래구,여가서비스업,7032,1317
202309,동래구,여행/숙박업,1947,705
202309,동래구,운송업,1368,161
202309,동래구,음식/주점,12068,3916
202309,동래구,음식료품,3834,1319
202309,동래구,의료휄니스업,8598,1246
202309,부산진구,비관광,1310,46
202309,부산진구,쇼핑업,8941,2453
202309,부산진구,여가서비스업,5773,1156
202309,부산진구,여행/숙박업,1739,748
202309,부산진구,운송업,1020,136
202309,부산진구,음식/주점,10215,3306
202309,부산진구,음식료품,2907,1037
202309,부산진구,의료휄니스업,7026,1030
202309,북구,비관광,1801,61
202309,북구,쇼핑업,9809,2617
202309,북구,여가서비스업,7180,1339
202309,북구,여행/숙박업,1703,678
202309,북구,운송업,1529,167
202309,북구,음식/주점,11169,3597
202309,북구,음식료품,3614,1307
202309,북구,의료휄니스업,7220,1177
202309,사상구,비관광,1056,38
202309,사상구,쇼핑업,7850,2299
202309,사상구,여가서비스업,5936,1092
202309,사상구,여행/숙박업,1426,683
202309,사상구,운송업,1114,135
202309,사상구,음식/주점,9646,2965
202309,사상구,음식료품,2947,953
202309,사상구,의료휄니스업,6031,1009
202309,사하구,비관광,1424,46
202309,사하구,쇼핑업,8757,2460
202309,사하구,여가서비스업,6139,1157
202309,사하구,여행/숙박업,1617,719
202309,사하구,운송업,1316,149
202309,사하구,음식/주점,10179,3218
202309,사하구,음식료품,3053,977
202309,사하구,의료휄니스업,6979,1128
202309,서구,비관광,548,18
202309,서구,쇼핑업,3632,945
202309,서구,여가서비스업,2282,455
202309,서구,여행/숙박업,780,367
202309,서구,운송업,501,49
202309,서구,음식/주점,4194,1304
202309,서구,음식료품,1275,366
202309,서구,의료휄니스업,3145,454
202309,수영구,비관광,1412,48
202309,수영구,쇼핑업,9846,2461
202309,수영구,여가서비스업,6036,1091
202309,수영구,여행/숙박업,1882,654
202309,수영구,운송업,969,131
202309,수영구,음식/주점,10490,3439
202309,수영구,음식료품,3176,1038
202309,수영구,의료휄니스업,7657,1021
202309,연제구,비관광,1714,59
202309,연제구,쇼핑업,8790,2301
202309,연제구,여가서비스업,5906,1095
202309,연제구,여행/숙박업,1649,609
202309,연제구,운송업,875,129
202309,연제구,음식/주점,10021,3273
202309,연제구,음식료품,3258,1116
202309,연제구,의료휄니스업,7080,1024
202309,영도구,비관광,523,19
202309,영도구,쇼핑업,4113,1127
202309,영도구,여가서비스업,2805,531
202309,영도구,여행/숙박업,879,453
202309,영도구,운송업,382,64
202309,영도구,음식/주점,5202,1512
202309,영도구,음식료품,1464,424
202309,영도구,의료휄니스업,3727,579
