연월,분석차원,분류,신설법인수,부산전체신설법인수,비중_pct,전월대비증감률_pct,전년동월대비증감률_pct,3개월이동평균,데이터상태,출처파일,검증_주의
202510,행정구,연제구,16,315,5.08,-15.79,-38.46,19.33,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,사상구,20,315,6.35,-9.09,17.65,20.67,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,금정구,13,315,4.13,-38.1,-13.33,17.0,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,동구,13,315,4.13,-27.78,-27.78,13.33,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,사하구,18,315,5.71,-28.0,5.88,20.0,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,북구,15,315,4.76,-16.67,50.0,23.33,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,중구,11,315,3.49,-31.25,10.0,14.0,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,서구,8,315,2.54,166.67,-27.27,6.0,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202510,행정구,영도구,6,315,1.9,-25.0,-14.29,6.33,비중역산_합계검증,2._2025년_10월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,강서구,31,346,8.96,-49.18,-16.22,51.33,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,해운대구,46,346,13.29,35.29,-16.36,45.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,부산진구,29,346,8.38,-17.14,-14.71,34.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,기장군,26,346,7.51,73.33,44.44,17.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,남구,20,346,5.78,-9.09,-28.57,21.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,동래구,20,346,5.78,66.67,5.26,18.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,수영구,31,346,8.96,93.75,121.43,25.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,연제구,21,346,6.07,31.25,-12.5,18.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,사상구,18,346,5.2,-10.0,-37.93,20.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,금정구,22,346,6.36,69.23,57.14,18.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,동구,14,346,4.05,7.69,-48.15,15.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,사하구,25,346,7.23,38.89,-24.24,22.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,북구,24,346,6.94,60.0,200.0,19.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,중구,12,346,3.47,9.09,-29.41,13.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,서구,3,346,0.87,-62.5,0.0,4.67,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,행정구,영도구,4,346,1.16,-33.33,-55.56,6.0,비중역산_합계검증,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202512,행정구,강서구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,해운대구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,부산진구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,기장군,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,남구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,동래구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,수영구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,연제구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,사상구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,금정구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,동구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,사하구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,북구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,중구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,서구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,행정구,영도구,,392,,,,,결측_원문미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202601,행정구,강서구,51,452,11.28,,0.0,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,해운대구,64,452,14.16,,42.22,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,부산진구,76,452,16.81,,181.48,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,기장군,20,452,4.42,,-31.03,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,남구,26,452,5.75,,0.0,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,동래구,16,452,3.54,,-15.79,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,수영구,35,452,7.74,,-36.36,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,연제구,20,452,4.42,,81.82,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,사상구,23,452,5.09,,21.05,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,금정구,20,452,4.42,,53.85,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,동구,16,452,3.54,,14.29,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,사하구,26,452,5.75,,160.0,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,북구,17,452,3.76,,13.33,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,중구,25,452,5.53,,127.27,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,서구,6,452,1.33,,100.0,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,행정구,영도구,11,452,2.43,,83.33,,비중역산_합계검증,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202201,자본금규모,5천만원 이하,429,548,78.28,,,,원문확인,202201 원문 통계표,
202201,자본금규모,5천만원 초과~1억원 미만,4,548,0.73,,,,원문확인,202201 원문 통계표,
202201,자본금규모,1억원 이상~2억원 미만,72,548,13.14,,,,원문확인,202201 원문 통계표,
202201,자본금규모,2억원 이상~3억원 미만,9,548,1.64,,,,원문확인,202201 원문 통계표,
202201,자본금규모,3억원 이상,34,548,6.2,,,,원문확인,202201 원문 통계표,
202202,자본금규모,5천만원 이하,359,466,77.04,-16.32,,,원문확인,202202 원문 통계표,
202202,자본금규모,5천만원 초과~1억원 미만,6,466,1.29,50.0,,,원문확인,202202 원문 통계표,
202202,자본금규모,1억원 이상~2억원 미만,61,466,13.09,-15.28,,,원문확인,202202 원문 통계표,
202202,자본금규모,2억원 이상~3억원 미만,9,466,1.93,0.0,,,원문확인,202202 원문 통계표,
202202,자본금규모,3억원 이상,31,466,6.65,-8.82,,,원문확인,202202 원문 통계표,
202203,자본금규모,5천만원 이하,464,572,81.12,29.25,,417.33,원문확인,202203 원문 통계표,
202203,자본금규모,5천만원 초과~1억원 미만,8,572,1.4,33.33,,6.0,원문확인,202203 원문 통계표,
202203,자본금규모,1억원 이상~2억원 미만,55,572,9.62,-9.84,,62.67,원문확인,202203 원문 통계표,
202203,자본금규모,2억원 이상~3억원 미만,15,572,2.62,66.67,,11.0,원문확인,202203 원문 통계표,
202203,자본금규모,3억원 이상,30,572,5.24,-3.23,,31.67,원문확인,202203 원문 통계표,
202204,자본금규모,5천만원 이하,509,622,81.83,9.7,,444.0,원문확인,202204 원문 통계표,
202204,자본금규모,5천만원 초과~1억원 미만,4,622,0.64,-50.0,,6.0,원문확인,202204 원문 통계표,
202204,자본금규모,1억원 이상~2억원 미만,74,622,11.9,34.55,,63.33,원문확인,202204 원문 통계표,
202204,자본금규모,2억원 이상~3억원 미만,11,622,1.77,-26.67,,11.67,원문확인,202204 원문 통계표,
202204,자본금규모,3억원 이상,24,622,3.86,-20.0,,28.33,원문확인,202204 원문 통계표,
202205,자본금규모,5천만원 이하,476,597,79.73,-6.48,,483.0,원문확인,202205 원문 통계표,
202205,자본금규모,5천만원 초과~1억원 미만,9,597,1.51,125.0,,7.0,원문확인,202205 원문 통계표,
202205,자본금규모,1억원 이상~2억원 미만,72,597,12.06,-2.7,,67.0,원문확인,202205 원문 통계표,
202205,자본금규모,2억원 이상~3억원 미만,10,597,1.68,-9.09,,12.0,원문확인,202205 원문 통계표,
202205,자본금규모,3억원 이상,30,597,5.03,25.0,,28.0,원문확인,202205 원문 통계표,
202206,자본금규모,5천만원 이하,432,516,83.72,-9.24,,472.33,원문확인,202206 원문 통계표,
202206,자본금규모,5천만원 초과~1억원 미만,7,516,1.36,-22.22,,6.67,원문확인,202206 원문 통계표,
202206,자본금규모,1억원 이상~2억원 미만,51,516,9.88,-29.17,,65.67,원문확인,202206 원문 통계표,
202206,자본금규모,2억원 이상~3억원 미만,7,516,1.36,-30.0,,9.33,원문확인,202206 원문 통계표,
202206,자본금규모,3억원 이상,19,516,3.68,-36.67,,24.33,원문확인,202206 원문 통계표,
202207,자본금규모,5천만원 이하,392,488,80.33,-9.26,,433.33,원문확인,202207 원문 통계표,
202207,자본금규모,5천만원 초과~1억원 미만,2,488,0.41,-71.43,,6.0,원문확인,202207 원문 통계표,
202207,자본금규모,1억원 이상~2억원 미만,59,488,12.09,15.69,,60.67,원문확인,202207 원문 통계표,
202207,자본금규모,2억원 이상~3억원 미만,9,488,1.84,28.57,,8.67,원문확인,202207 원문 통계표,
202207,자본금규모,3억원 이상,26,488,5.33,36.84,,25.0,원문확인,202207 원문 통계표,
202208,자본금규모,5천만원 이하,348,457,76.15,-11.22,,390.67,원문확인,202208 원문 통계표,
202208,자본금규모,5천만원 초과~1억원 미만,5,457,1.09,150.0,,4.67,원문확인,202208 원문 통계표,
202208,자본금규모,1억원 이상~2억원 미만,68,457,14.88,15.25,,59.33,원문확인,202208 원문 통계표,
202208,자본금규모,2억원 이상~3억원 미만,17,457,3.72,88.89,,11.0,원문확인,202208 원문 통계표,
202208,자본금규모,3억원 이상,19,457,4.16,-26.92,,21.33,원문확인,202208 원문 통계표,
202209,자본금규모,5천만원 이하,303,381,79.53,-12.93,,347.67,원문확인,202209 원문 통계표,
202209,자본금규모,5천만원 초과~1억원 미만,5,381,1.31,0.0,,4.0,원문확인,202209 원문 통계표,
202209,자본금규모,1억원 이상~2억원 미만,51,381,13.39,-25.0,,59.33,원문확인,202209 원문 통계표,
202209,자본금규모,2억원 이상~3억원 미만,6,381,1.57,-64.71,,10.67,원문확인,202209 원문 통계표,
202209,자본금규모,3억원 이상,16,381,4.2,-15.79,,20.33,원문확인,202209 원문 통계표,
202210,자본금규모,5천만원 이하,294,372,79.03,-2.97,,315.0,원문확인,202210 원문 통계표,
202210,자본금규모,5천만원 초과~1억원 미만,9,372,2.42,80.0,,6.33,원문확인,202210 원문 통계표,
202210,자본금규모,1억원 이상~2억원 미만,51,372,13.71,0.0,,56.67,원문확인,202210 원문 통계표,
202210,자본금규모,2억원 이상~3억원 미만,4,372,1.08,-33.33,,9.0,원문확인,202210 원문 통계표,
202210,자본금규모,3억원 이상,14,372,3.76,-12.5,,16.33,원문확인,202210 원문 통계표,
202211,자본금규모,5천만원 이하,277,346,80.06,-5.78,,291.33,원문확인,202211 원문 통계표,
202211,자본금규모,5천만원 초과~1억원 미만,4,346,1.16,-55.56,,6.0,원문확인,202211 원문 통계표,
202211,자본금규모,1억원 이상~2억원 미만,41,346,11.85,-19.61,,47.67,원문확인,202211 원문 통계표,
202211,자본금규모,2억원 이상~3억원 미만,4,346,1.16,0.0,,4.67,원문확인,202211 원문 통계표,
202211,자본금규모,3억원 이상,20,346,5.78,42.86,,16.67,원문확인,202211 원문 통계표,
202212,자본금규모,5천만원 이하,305,394,77.41,10.11,,292.0,원문확인,202212 원문 통계표,
202212,자본금규모,5천만원 초과~1억원 미만,1,394,0.25,-75.0,,4.67,원문확인,202212 원문 통계표,
202212,자본금규모,1억원 이상~2억원 미만,56,394,14.21,36.59,,49.33,원문확인,202212 원문 통계표,
202212,자본금규모,2억원 이상~3억원 미만,7,394,1.78,75.0,,5.0,원문확인,202212 원문 통계표,
202212,자본금규모,3억원 이상,25,394,6.35,25.0,,19.67,원문확인,202212 원문 통계표,
202301,자본금규모,5천만원 이하,284,374,75.94,-6.89,-33.8,288.67,원문확인,2._2023년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,
202301,자본금규모,5천만원 초과~1억원 미만,4,374,1.07,300.0,0.0,3.0,원문확인,2._2023년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,
202301,자본금규모,1억원 이상~2억원 미만,61,374,16.31,8.93,-15.28,52.67,원문확인,2._2023년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,
202301,자본금규모,2억원 이상~3억원 미만,11,374,2.94,57.14,22.22,7.33,원문확인,2._2023년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,
202301,자본금규모,3억원 이상,14,374,3.74,-44.0,-58.82,19.67,원문확인,2._2023년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,
202302,자본금규모,5천만원 이하,319,399,79.95,12.32,-11.14,302.67,원문확인,2._2023년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,
202302,자본금규모,5천만원 초과~1억원 미만,4,399,1.0,0.0,-33.33,3.0,원문확인,2._2023년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,
202302,자본금규모,1억원 이상~2억원 미만,44,399,11.03,-27.87,-27.87,53.67,원문확인,2._2023년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,
202302,자본금규모,2억원 이상~3억원 미만,11,399,2.76,0.0,22.22,9.67,원문확인,2._2023년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,
202302,자본금규모,3억원 이상,21,399,5.26,50.0,-32.26,20.0,원문확인,2._2023년_2월중_부산지역_신설법인_현황_조사_보고서.pdf,
202303,자본금규모,5천만원 이하,308,403,76.43,-3.45,-33.62,303.67,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202303,자본금규모,5천만원 초과~1억원 미만,6,403,1.49,50.0,-25.0,4.67,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202303,자본금규모,1억원 이상~2억원 미만,61,403,15.14,38.64,10.91,55.33,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202303,자본금규모,2억원 이상~3억원 미만,8,403,1.99,-27.27,-46.67,10.0,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202303,자본금규모,3억원 이상,20,403,4.96,-4.76,-33.33,18.33,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202304,자본금규모,5천만원 이하,297,369,80.49,-3.57,-41.65,308.0,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202304,자본금규모,5천만원 초과~1억원 미만,5,369,1.36,-16.67,25.0,5.0,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202304,자본금규모,1억원 이상~2억원 미만,50,369,13.55,-18.03,-32.43,51.67,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202304,자본금규모,2억원 이상~3억원 미만,6,369,1.63,-25.0,-45.45,8.33,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202304,자본금규모,3억원 이상,11,369,2.98,-45.0,-54.17,17.33,원문확인,2._2023년_4월중_부산지역_신설법인_현황_조사_보고서.pdf,
202305,자본금규모,5천만원 이하,300,382,78.53,1.01,-36.97,301.67,원문확인,2._2023년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,
202305,자본금규모,5천만원 초과~1억원 미만,6,382,1.57,20.0,-33.33,5.67,원문확인,2._2023년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,
202305,자본금규모,1억원 이상~2억원 미만,55,382,14.4,10.0,-23.61,55.33,원문확인,2._2023년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,
202305,자본금규모,2억원 이상~3억원 미만,9,382,2.36,50.0,-10.0,7.67,원문확인,2._2023년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,
202305,자본금규모,3억원 이상,12,382,3.14,9.09,-60.0,14.33,원문확인,2._2023년_5월중_부산지역_신설법인_현황_조사_보고서.pdf,
202306,자본금규모,5천만원 이하,297,383,77.55,-1.0,-31.25,298.0,원문확인,2._2023년_6월_및_상반기_부산지역_신설법인_현황_조사_보고서.pdf,
202306,자본금규모,5천만원 초과~1억원 미만,18,383,4.7,200.0,157.14,9.67,원문확인,2._2023년_6월_및_상반기_부산지역_신설법인_현황_조사_보고서.pdf,
202306,자본금규모,1억원 이상~2억원 미만,48,383,12.53,-12.73,-5.88,51.0,원문확인,2._2023년_6월_및_상반기_부산지역_신설법인_현황_조사_보고서.pdf,
202306,자본금규모,2억원 이상~3억원 미만,3,383,0.78,-66.67,-57.14,6.0,원문확인,2._2023년_6월_및_상반기_부산지역_신설법인_현황_조사_보고서.pdf,
202306,자본금규모,3억원 이상,17,383,4.44,41.67,-10.53,13.33,원문확인,2._2023년_6월_및_상반기_부산지역_신설법인_현황_조사_보고서.pdf,
202307,자본금규모,5천만원 이하,333,413,80.63,12.12,-15.05,310.0,원문확인,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202307,자본금규모,5천만원 초과~1억원 미만,4,413,0.97,-77.78,100.0,9.33,원문확인,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202307,자본금규모,1억원 이상~2억원 미만,43,413,10.41,-10.42,-27.12,48.67,원문확인,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202307,자본금규모,2억원 이상~3억원 미만,10,413,2.42,233.33,11.11,7.33,원문확인,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202307,자본금규모,3억원 이상,23,413,5.57,35.29,-11.54,17.33,원문확인,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202308,자본금규모,5천만원 이하,286,355,80.56,-14.11,-17.82,305.33,원문확인,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202308,자본금규모,5천만원 초과~1억원 미만,8,355,2.25,100.0,60.0,10.0,원문확인,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202308,자본금규모,1억원 이상~2억원 미만,40,355,11.27,-6.98,-41.18,43.67,원문확인,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202308,자본금규모,2억원 이상~3억원 미만,4,355,1.13,-60.0,-76.47,5.67,원문확인,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202308,자본금규모,3억원 이상,17,355,4.79,-26.09,-10.53,19.0,원문확인,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202309,자본금규모,5천만원 이하,282,368,76.63,-1.4,-6.93,300.33,원문확인,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202309,자본금규모,5천만원 초과~1억원 미만,14,368,3.8,75.0,180.0,8.67,원문확인,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202309,자본금규모,1억원 이상~2억원 미만,48,368,13.04,20.0,-5.88,43.67,원문확인,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202309,자본금규모,2억원 이상~3억원 미만,5,368,1.36,25.0,-16.67,6.33,원문확인,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
