연월,분석차원,분류,신설법인수,부산전체신설법인수,비중_pct,전월대비증감률_pct,전년동월대비증감률_pct,3개월이동평균,데이터상태,출처파일,검증_주의
202405,행정구,동구,22,360,6.11,-15.38,,21.33,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202405,행정구,사하구,16,360,4.44,-5.88,,18.67,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202405,행정구,북구,11,360,3.06,-21.43,,13.0,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202405,행정구,중구,10,360,2.78,-37.5,,12.0,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202405,행정구,서구,6,360,1.67,200.0,,7.0,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202405,행정구,영도구,5,360,1.39,-44.44,,7.67,비중역산_합계검증,2._2024년_5월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202406,행정구,강서구,36,317,11.36,-23.4,,43.0,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,해운대구,61,317,19.24,-11.59,,59.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,부산진구,27,317,8.52,-20.59,,38.33,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,기장군,23,317,7.26,53.33,,19.0,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,남구,31,317,9.78,47.62,,25.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,동래구,22,317,6.94,0.0,,17.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,수영구,12,317,3.79,-33.33,,17.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,연제구,19,317,5.99,-17.39,,20.33,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,사상구,15,317,4.73,-6.25,,16.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,금정구,15,317,4.73,-40.0,,21.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,동구,14,317,4.42,-36.36,,20.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,사하구,10,317,3.15,-37.5,,14.33,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,북구,7,317,2.21,-36.36,,10.67,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,중구,13,317,4.1,30.0,,13.0,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,서구,1,317,0.32,-83.33,,3.0,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202406,행정구,영도구,11,317,3.47,120.0,,8.33,원문그래프직접,2._2024년_6월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,
202407,행정구,강서구,56,397,14.11,55.56,,46.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,해운대구,68,397,17.13,11.48,,66.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,부산진구,37,397,9.32,37.04,,32.67,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,기장군,27,397,6.8,17.39,,21.67,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,남구,20,397,5.04,-35.48,,24.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,동래구,32,397,8.06,45.45,,25.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,수영구,24,397,6.05,100.0,,18.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,연제구,21,397,5.29,10.53,,21.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,사상구,9,397,2.27,-40.0,,13.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,금정구,23,397,5.79,53.33,,21.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,동구,21,397,5.29,50.0,,19.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,사하구,23,397,5.79,130.0,,16.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,북구,13,397,3.27,85.71,,10.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,중구,14,397,3.53,7.69,,12.33,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,서구,4,397,1.01,300.0,,3.67,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202407,행정구,영도구,5,397,1.26,-54.55,,7.0,비중역산_합계검증,2._2024년_7월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,강서구,32,310,10.32,-42.86,,41.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,해운대구,52,310,16.77,-23.53,,60.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,부산진구,33,310,10.65,-10.81,,32.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,기장군,17,310,5.48,-37.04,,22.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,남구,21,310,6.77,5.0,,24.0,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,동래구,18,310,5.81,-43.75,,24.0,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,수영구,14,310,4.52,-41.67,,16.67,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,연제구,15,310,4.84,-28.57,,18.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,사상구,15,310,4.84,66.67,,13.0,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,금정구,20,310,6.45,-13.04,,19.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,동구,17,310,5.48,-19.05,,17.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,사하구,19,310,6.13,-17.39,,17.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,북구,11,310,3.55,-15.38,,10.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,중구,13,310,4.19,-7.14,,13.33,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,서구,6,310,1.94,50.0,,3.67,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202408,행정구,영도구,7,310,2.26,40.0,,7.67,비중역산_합계검증,2._2024년_8월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202409,행정구,강서구,32,289,11.07,0.0,,40.0,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,행정구,해운대구,48,289,16.61,-7.69,,56.0,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,행정구,부산진구,16,289,5.54,-51.52,,28.67,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,행정구,기장군,17,289,5.88,0.0,,20.33,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,행정구,남구,30,289,10.38,42.86,,23.67,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
202409,행정구,동래구,23,289,7.96,27.78,,24.33,원문그래프직접,2._2024년_9월중_부산지역_신설법인_현황_조사_보고서_대외용.pdf,본문 서술 비중 일부와 그래프 개체수가 불일치하여 그래프 개체수와 월총계를 우선 사용.
