연월,행정구,신설법인수,부산전체신설법인수,부산전체대비비중_pct,원문비중_pct,월내순위,전월대비증감수,전월대비증감률_pct,전년동월대비증감수,전년동월대비증감률_pct,3개월이동평균,6개월이동평균,데이터상태,수치생성방식,출처파일,검증_주의
202511,동구,14,346,4.05,4.0,13,1,7.69,-13,-48.15,15.0,14.67,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,사하구,25,346,7.23,7.2,6,7,38.89,-8,-24.24,22.67,19.0,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,북구,24,346,6.94,6.9,7,9,60.0,16,200.0,19.0,27.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,중구,12,346,3.47,3.5,14,1,9.09,-5,-29.41,13.0,14.33,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,서구,3,346,0.87,0.9,16,-5,-62.5,0,0.0,4.67,6.5,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202511,영도구,4,346,1.16,1.2,15,-2,-33.33,-5,-55.56,6.0,5.83,비중역산_합계검증,원문 비중에서 개체수 역산,2._2025년_11월중_부산지역_신설법인_현황_조사_보고서_F.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202512,강서구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,해운대구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,부산진구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,기장군,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,남구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,동래구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,수영구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,연제구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,사상구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,금정구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,동구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,사하구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,북구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,중구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,서구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202512,영도구,,392,,,,,,,,,,결측_원문미제공,2025년 연간 구군 비중은 제공되지만 2025년 12월 구군별 월간 개체수는 원문에 미제공,2._2025년도_부산지역_신설법인_현황_조사_보고서.pdf,임의 추정하지 않고 결측으로 유지. 2026년 1월 전월비도 이에 따라 공란.
202601,강서구,51,452,11.28,11.3,3,,,0,0.0,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,해운대구,64,452,14.16,14.2,2,,,19,42.22,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,부산진구,76,452,16.81,16.8,1,,,49,181.48,,,비중역산_합계검증,원문 직접 기재 개체수,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,기장군,20,452,4.42,4.4,9,,,-9,-31.03,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,남구,26,452,5.75,5.8,5,,,0,0.0,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,동래구,16,452,3.54,3.5,13,,,-3,-15.79,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,수영구,35,452,7.74,7.7,4,,,-20,-36.36,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,연제구,20,452,4.42,4.4,9,,,9,81.82,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,사상구,23,452,5.09,5.1,8,,,4,21.05,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,금정구,20,452,4.42,4.4,9,,,7,53.85,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,동구,16,452,3.54,3.5,13,,,2,14.29,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,사하구,26,452,5.75,5.8,5,,,16,160.0,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,북구,17,452,3.76,3.8,12,,,2,13.33,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,중구,25,452,5.53,5.5,7,,,14,127.27,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,서구,6,452,1.33,1.3,16,,,3,100.0,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
202601,영도구,11,452,2.43,2.4,15,,,5,83.33,,,비중역산_합계검증,원문 비중에서 개체수 역산,2._2026년_1월중_부산지역_신설법인_현황_조사_보고서.pdf,원문에 기재된 구군 비중을 월총계에 역산해 정수 개체수로 복원했으며 16개 구군 합계가 월총계와 일치함.
